0	0.000000
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
16	0.000030
17	0.000130
18	0.000500
19	0.001730
20	0.004480
21	0.009030
22	0.017520
23	0.027340
24	0.037120
25	0.046670
26	0.055590
27	0.063620
28	0.065210
29	0.067310
30	0.066590
31	0.064480
32	0.059810
33	0.055310
34	0.048510
35	0.044210
36	0.037860
37	0.034270
38	0.029990
39	0.025340
40	0.021620
41	0.017890
42	0.016080
43	0.012700
44	0.011240
45	0.009520
46	0.008060
47	0.006940
48	0.005420
49	0.004140
50	0.003720
51	0.003110
52	0.002740
53	0.002270
54	0.002190
55	0.001550
56	0.001120
57	0.001230
58	0.001020
59	0.000880
60	0.000600
61	0.000610
62	0.000530
63	0.000300
64	0.000230
65	0.000270
66	0.000220
67	0.000160
68	0.000180
69	0.000130
70	0.000100
71	0.000130
72	0.000110
73	0.000060
74	0.000060
75	0.000040
76	0.000040
77	0.000050
78	0.000020
79	0.000020
80	0.000020
81	0.000000
82	0.000000
83	0.000000
84	0.000000
85	0.000000
86	0.000020
87	0.000000
88	0.000010
